gene,process,HCT116-21-3-c1,HCT116-21-3-c3,HCT116-5-4-p,HCT116-5-4,HCT116-8-3-c3,HCT116-8-3-c4,RPE-21-3-c-1-p,RPE-21-3-c1,RPE-21-3-c2,RPE-5-3-12-3-p,RPE-5-3-12-3,RPE1-5-3-12-3,RPEvsHCT116
TSFM,Translation,0.059171,-0.0306093,-0.167718,-0.216289,0.0304122,-0.105645,-0.0439044,-0.343042,-1.09402,0.822503,0.412214,0.412214,0.183303
TSPO,Apoptosis,0.034967,0.0734384,,-0.0558718,-0.198885,-0.0547237,,-0.145491,0.896704,,,-0.155601,
TSTD1,Electron Transport Chain,0.0102817,-0.147615,,-0.857146,-0.0933588,-0.0432802,,,,,,,
TTC19,Electron Transport Chain,0.116934,0.202986,0.215765,0.215878,-0.0494324,0.00454201,,-0.0768604,-0.471284,,-0.0557016,-0.0557016,0.548483
TUFM,Translation,,,-0.417606,,,,0.159315,,,0.683344,0.191652,,0.618824
TXN,ROS Defense,0.214493,0.161296,,0.408499,-0.18,-0.0102478,,-0.0247188,-0.0628698,,,0.412582,
TXN2,ROS Defense,,,1.02,,,,0.469629,,,0.606386,0.0665821,,-0.157347
TXNRD1,ROS Defense,-0.0821171,0.00347625,,1.1608,-0.467953,0.0025604,,0.277717,-0.147285,,,1.12933,
TXNRD2,ROS Defense,0.103319,0.0850854,,0.18516,0.114439,0.208814,,0.184342,0.485279,,0.154305,0.154305,-0.941063
TYMS,Nucleotide Metabolism,-0.0739692,0.0447762,,0.364062,0.0645578,0.0529741,,0.0549732,-0.695061,,,0.174147,
UBA1,Protein Stability & Degradation,-0.105282,-0.134897,,0.145375,0.0286112,0.171506,,0.0272834,0.19417,,,0.207719,
UCP1,Mitochondrial Carrier,,,,,,,,,,,,,
UCP2,Mitochondrial Carrier,-0.15922,0.00270668,,0.873807,-0.148483,-0.148501,,-0.842236,-0.138672,,,0.958338,
UCP3,Mitochondrial Carrier,,,,0.698751,,,,,,,,,
UNG,Replication & Transcription,,,-0.293994,,,,,,,,0.165506,,1.17765
UQCC,Electron Transport Chain,-0.0461412,-0.103978,-0.253051,-0.0758585,0.0493964,-0.105204,-0.108625,0.09485,-0.192104,0.651178,0.04835,0.04835,-0.697318
UQCR10,Electron Transport Chain,0.0426082,0.101738,0.158337,-0.499596,0.115305,-0.0545167,0.28372,-0.0862565,0.240177,0.438561,-0.019693,-0.019693,-0.176365
UQCR11,Electron Transport Chain,0.282747,0.0512132,0.376922,-0.30473,0.00308757,-0.0558496,,-0.214366,-0.181627,0.0162348,0.00978559,0.00978559,-0.138965
UQCRB,Electron Transport Chain,,,0.177981,,,,-2.37587,,,-0.00173015,-0.0240884,,-0.0351746
UQCRC1,Electron Transport Chain,-0.0146725,0.0833254,0.302173,0.069772,-0.0944868,0.078718,-1.7201,-0.0988007,0.260144,0.119385,0.156908,0.156908,-0.0908289
UQCRC2,Electron Transport Chain,0.178427,0.0874706,0.433411,0.367931,-0.139354,-0.0837616,-2.02343,-0.171088,-0.22208,0.0815221,0.0637877,0.0637877,0.0276454
UQCRFS1,Electron Transport Chain,0.0755814,0.0423878,0.309373,0.0515869,-0.0373973,-0.0697629,-1.44037,-0.197062,-0.444475,0.124424,0.0732797,0.0732797,0.111111
UQCRH,Electron Transport Chain,,,0.0343799,,,,0.331209,,,0.442026,0.12305,,0.493965
UQCRQ,Electron Transport Chain,0.16445,0.0384008,,1.00096,-0.206962,-0.271727,,-0.182972,0.0268165,,0.677745,0.677745,-0.271426
UROD,Heme Biosynthesis,,,-0.213274,,,,0.178518,,,0.149136,0.0289706,,-1.0647
UROS,Heme Biosynthesis,0.354363,0.111289,0.171906,-0.182122,0.134205,-0.13295,0.345528,-0.192403,-0.0580094,0.35021,0.0937358,0.0937358,-0.841219
USMG5,Electron Transport Chain,0.35677,0.270755,,0.0626696,-0.22204,-0.105417,,-0.194083,0.114791,,,-0.0356586,
USP30,Mitochondrial Dynamics,-0.0778094,-0.169497,,-0.167819,-0.117363,-0.10404,,0.267018,-0.26807,,,0.350199,
VARS,Translation,0.240522,0.189394,,-0.804781,-0.100824,0.00841299,,0.04768,0.248538,,,-0.170739,
VARS2,Translation,-0.214546,0.182989,,0.231932,-0.0367237,0.0868067,,0.0960714,0.333647,,-0.168699,-0.168699,0.274349
VDAC1,Apoptosis,0.307453,0.0917274,1.01662,1.02292,0.0260135,-0.169116,0.256149,-0.334204,-0.350751,1.03996,0.439858,0.439858,-0.269984
VDAC1,Import & Sorting,0.307453,0.0917274,1.01662,1.02292,0.0260135,-0.169116,0.256149,-0.334204,-0.350751,1.03996,0.439858,0.439858,-0.269984
VDAC2,Apoptosis,0.216731,0.0669236,-0.0616013,0.0593882,-0.196651,-0.0222297,-0.416232,-0.0138538,-0.173888,-0.352194,-0.0923083,-0.0923083,-0.67115
VDAC2,Import & Sorting,0.216731,0.0669236,-0.0616013,0.0593882,-0.196651,-0.0222297,-0.416232,-0.0138538,-0.173888,-0.352194,-0.0923083,-0.0923083,-0.67115
VDAC3,Apoptosis,0.00545794,0.00881581,0.11703,0.029826,0.5348,0.678446,0.184867,0.090043,-0.243609,0.306591,-0.0748498,-0.0748498,0.0636101
VDAC3,Import & Sorting,0.00545794,0.00881581,0.11703,0.029826,0.5348,0.678446,0.184867,0.090043,-0.243609,0.306591,-0.0748498,-0.0748498,0.0636101
WARS2,Translation,0.0860537,0.0480553,,0.145484,-0.0399162,-0.152909,0.218268,-0.301207,-0.434131,0.749475,0.079785,0.079785,-0.56406
XIAP,Apoptosis,,,0.284198,,,,0.00995997,,,,0.107481,,-0.168681
XPNPEP3,Protein Stability & Degradation,0.10907,0.301024,,0.358163,0.152521,-0.292422,,-0.236203,0.0213687,,,0.0968189,
YARS,Translation,,,,,,,,,,,-0.636746,,
YARS2,Translation,0.187191,-0.0271283,-0.472169,-0.278155,-0.190014,-0.15007,0.296917,0.0181062,-0.775124,1.03475,0.391456,0.391456,0.110558
YME1L1,Mitochondrial Dynamics,-0.000307701,-0.0535548,-0.0269545,-0.0846043,-0.0625696,-0.299214,-0.308128,-0.0832201,-0.330818,0.230144,-0.232013,-0.232013,-0.0748895
YRDC,Replication & Transcription,,,-0.787538,,,,-0.972841,,,,-0.314749,,0.44159
mTErf3,Translation,,,,,,,,,,,,,
mTerf4,Translation,,,,,,,,,,,,,
slc17a8,Mitochondrial Carrier,,,,,,,,,,,,,
